Insult,ID,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,96,correction bitch you do think it superb because your hating ass does know again i am still waiting on you to submit a video of you is the youtube link i am sure you will get all kinds of rave reviews lol
1,97,i think the only trickle that effected you was the trickle of sperm your dad gave your mom and most of that trickled down her leg go back to sleep we will wake you when you are needed again
1,98,and you keep on your knees and keep telling yourself that is a sausage in your and that is cream cheese you are swallowing
0,99,what was that like words about nothing you going after andrea mitchell what was fox infomercial not broadcasting yesterday how about the apologies issued for the epa drones and yet here you are attacking andrea mitchell about some stupid gas station another newsflash for you romney is out of touch we all already know it romney amazement was just about some gadget at a petrol filling post but that people could actually buy food products there and that they actually eat very second romney is even carrying a wallet and it is very likely that he does even know where it is i still waiting for someone to ask him the tough campaign trail question of how much does a gallon of milk cost mitchell and gas station food unbelievable
0,100,rourke needs to give me a fucking everyone doin
1,101,fuck you both
0,102,powers is far far more biased and hostile in it comments than fox at least at fox there are usually opposing views msnbc is just a shill for the president and they keep having to fire their hosts for all the outrageous remarks they cnn is getting almost as bad as msnbc
0,103,what horrible trades are you talking about
1,104,and retards like you back to the institutions
0,105,weapons lol hes an idiot an waste of human space had it made and ruined it all
0,106,not a big fan of rondo but the dude can ball i would classify him as a big talker just trying to psyche himself up
1,107,pig maher you forgot your meds again you know you are one sick sob so do forget
0,108,it not just the rich screaming about it the average middle class american who pays taxes and does see the benefit of those taxes but instead sees waste i pay federal taxes but i do use public schools i not collecting any govt welfare or benefits i pay for my own healthcare i use the roads and sewers so i do mind paying the city my trash pick up is private so i pay that directly to the trash should pay for what on what they wants to be a part of society one and pay their fair that includes the rich or poor
1,109,king is it about time you either grow a pair of balls or join the democrats who will love a pussy cat like you
0,110,i amused by the fact that weblog cons drop any issue once it turns into a is an expression of that amusement
0,111,time to blow that horn
0,112,exactly like i do really give a shit how fat a person may or may not feel but it really is shitty when your clothes do fit and not in a i so gross way but in a i ca very well leave the house naked way
0,113,welfare queen into a whore not a crack whore think a whore is a more productive worker than a welfare queen
0,114,political correctness correctness is a doctrine fostered by a delusional illogical minority and rapidly promoted by an unscrupulous lamestream media which holds forth the proposition that it is entirely possible to pick up a piece of the clean end
1,115,an ass you are funny i see a lot more of you nuts in cars then i ever have of pilots in panes
1,116,you can take international law shove it you are such a schmuck i don t know why i even comment on your idiotic posts the peace activists on the ship started hitting the soldiers with weapons in order to kill the
0,117,blown is a little pissy after he applied for a union job and was turned down he is just another good republican minion spreading today message
0,118,you dont have a teleport and air mix ups you are nothing to
0,119,stop trying to sound like a victim bitches dont understand men dont have the same temper and not the same thoughts go through ur mind than u put a nigga on da spot get up in his face and start throwing yo stank breath on us believe me u got it coming yal go no right period
0,120,robert moroni you fuckin dimwit do you know what a parody is it a fuckin parody of fox news and it sounds accurate to me
1,121,the most evil callous vile creature in all of mythology is your made up god stop killing and eating babies you dirty christard
0,122,oops embarrassing for me you are right i bow to the superior movie intellect of your son
0,123,if you throw trash out your window you get a yellow star bumper sticker
0,124,once more we see where the soft immigration policy has let the citizens down i bet they come from a family who have less education than a retarded hampster yet were given a nice new life in britain reap what you sow
0,125,nope not working for me you have my email
0,126,that jump shooting bit gets old when you do get calls on contact and get your shot thrown off you look for separation and you jump shoot especially if you ai big which is most teams because bigs and longs are at pro level
0,127,was a tough loss for us
1,128,you a complete and utter moron
1,129,your still a loser man we must have really gotten under your skin lol
0,130,ignorance here is astounding clearly it says in the video that cleveland was already convicted of rape and is serving jail time for it guilty she was raped for all of the morons said ugly statements about her or attacked the veracity of her story the only determination that this court is trying to make is whether cash money should be held liable i think reasonable that when you invite someone to make a professional presentation at your company that you provide necessary protections for that individual i care whether cleveland was employed or just a hanger on a professional guest should not have been left unattended in the hands of someone dangerous that was there admittedly with baby and knowledge and permission if you went to a store and were attacked by an employee or a friend of the boss who was permitted to hang around premises
0,131,fuck hard then fuck slow then fuck hard and then start again
0,132,you here for the wide receiver drama
0,133,are you fucking kidding me no mirrors fuck you freesteam
1,134,nothing was confirmed in the century you moron there was no modern medical science to prove anything dont try to quote from the same period of time that brought us the spanish inquisition you are the lowest of the low i feel sorry for you
1,135,my best friend who is allergic to wheat corn soy red dye yellow dye pistachios tree nuts kiwis cherries oranges bananas and seafood if she gets anywhere near the smell of seafood her lungs constrict and she can no longer breath last week she got cut by a dog leash that had pistachios on it and almost went into anaphylactic i know a little about food asked my friend if she thought it was rude and selfish of someone to want food allergies so they could die she said you are a bitch so i do not really think it is insulting that she wants food allergies so she can die i think we back to you a bitch
0,136,so not focusing on boston vs miami for a minute who the scarier opponent sanan or okc
1,137,floyd has a better knock out percentage than pacman you dumb fuuuuck
0,138,so wat have u bn doing all along if u want to train them thot yo presence must strengthen the strike force bt proving
0,139,the dean of mean is a typical tory who believes there one law for him and another one for everyone steve better get around to firing everyone at elections canada and replacing them with tory hacks before they really get into what the tories did in the campaign
0,140,oh fab we have a tennis player who has a sense of humour and who can smile mr murray please note mind you he has left it too late to cheer up misery guts
0,141,you are repeating yourself mate
1,142,you are one sick puppy
0,143,very true indeed i tried to sit down and study for hours straight without any breaks and i not nearly as effective as when i take a few breaks
0,144,so da fuck wat if he prasie the devil look where he at keep doin ya thing my nigga
1,145,can i say dick on here a dick
0,146,never said it was fool proof tho
0,147,the wonders of plastic surgery
0,148,ron paul cynthia mckinney all wacko ticket all paul sheep to the barn for your daily feeding do forget your wallet
0,149,go on move to hollywood join russell brand and take dan lobe with you
1,150,the way this fucking hoodrat is standing in that picture is boiling my blood i like to meet this cunt in an alley for a few minutes selfish fucking twat
0,151,hahaha today a group of argentine veterans from the falklands war beat the crap out of a senator of the peronist party the party in power right now for using them for political purposes the people in argentina are getting tired of this show the politicians are doing to distract the argentine population from other far more important problems
0,152,we afford what we have to afford marco
0,153,moron
0,154,and like it matters you are waiting for next year i am still living in the playoffs suck on it loser
0,155,should have hung for what he did this country is all for the monsters that lurk among us
0,156,on as long as we are both open and honest about how we come to our own conclusions i could give a shit if we disagree
0,157,they are pecking him to death he gives up ugly runs
0,158,blaine jungwirth definitely thought that only deserved a but hey i takes what i gets
0,159,i ca trend i on my ipod touch
0,160,this was the joint back in the day am i the only one who thought gregory looked like he could be philip michael thomas brother lol
1,161,how old are u fan beeyatch a melo ball licker
0,162,anything better than the grover norquist tea party wall street corporatist gop
1,163,bitch nigga you need an eye exam and eye glasses cassie one of the finest women on earth
0,164,are you attempting to be kinky here you have some kind of fetish
0,165,you get the gold star the best post i seen on here in months hilarious great job canadian ps i think we need you to come down sponsor you
0,166,how old are you
1,167,nothing worse then a who smugs because of who he is gay
1,168,you a child rapist in ny you have admitted it many times you sick fuck you have no room to talk
0,169,the man was a genius
1,170,anti american piece of shit you are
1,171,have you be sipping at th e sacramental wine again really are a dense little dude
0,172,yes but remember the government is listening to the views of the owner of will loan your at astonomical rates
0,173,the tirade is what people caused people to dislike her read her comments like this one i know of her story and her husband we all have stories i mean i almost died and venus is struggling herself so you know it life comes across as uncaring and selfish on top of that she never gives an opponent any credit it always about what she absolutely like venus consistently root for her and have for years but serena is an absolutely awful person that needs to grow up
0,174,stacy is right dumbama and his fat ass wife and their cronies have created this atmosphere of govt interference and what they feel govt entities should be schools and others take their cues from the top down and when they see this admin forcing restaurants to publish calories on menus then they feel they should be doing their part for their messiah and become food i can not believe that a school puts out an approved food would be
0,175,gallup updates daily at et reflects one day updates monday may next update will be tuesday may day rolling it seems the bump romney got is over and the president is on his game
0,176,this is someone whose self importance got the best of him if anyone should be fired it would be tate this kind of behavior is inexcusable and unbecoming of a man who holds the futures of many employees in his hand
0,177,do stand on your porch
0,178,camp has got to come in here and get this guy this is where you earn your money
0,179,you could not be more wrong the american tea party stands for limited government fiscal responsibility and a return to our constitution the tea party when it rallies or protests does it legally with brains we pay the permits arrange the events say our piece and then clean up and go home the occupukes on the other hand are not only different they are opposite they trespass they steal they show up without permission they damage private property they collect urine and feces to throw on people they set fires they smash store windows they rape young girls i can go on and on oh and the heat ac and warm beds were all paid for by those people do kid yourself that we are not committed to our cause because we are not stupid like you or ows there is a right way and a wrong way to do things you and the occupunks have choosen the later
0,180,because that is how they get their rocks off our government is run by pedophiles who sexually torture children
0,181,actually said what a spoiled bitch i am i never hated colton the way most of the posters did
0,182,with inbreeds being the longest running malcontents
0,183,from teresa may that is why we have been trying to deport him to jordan
0,184,nilbymouth you are right concerning campbell my bad the qb carosel has me mixed up anyways i still do like knapp and think we went that road with him once before and do not need to revisit it again cable obviously did not think too high of him if he stripped his playcalling duties and decided to call the plays himself if knapp was truely great at what he does he would have had some positive influence on this team with his quarterbacks and in my opinion he did palmer needs a guy like saunders whose offensive connection to him is undeniable
0,185,i like your comment too if it makes you feel better
0,186,why did obama go to wisconsin and urge the republicans to abandon their own america form of austerity
0,187,if they deleted his post i wold surely be banned for my flaming all over joe
0,188,what the hell are you talking about
0,189,people dancing drinking having fun at the clubs in is good in miami heat won lets get heat fans
0,190,this is so american load of utter people makes positive lives fake christian it this way take for example give up complaining this to me just reads like a walk over if we all gave up complaining nothing great would get done or crap would be accepted go into a hairdressers get a shit haircut for do complain because you are a happy pissed off with your shit haircut person who just been taken for a up the luxury of criticism for a start it not a luxury you can be critical if you want i believe it is a trait that i enjoy why many people are idiots it the truth if you are in a job and you do criticise people who do crap work then you have an full of people who ca do their are basic personality traits of intelligent people but i guess retards are happier than all of us
0,191,you one of my favorite commenters
0,192,dude it looks nothing like the fag box it looks more towards playstation meets alienware console it has already been proven that modern consoles continually progress towards a pc so please take painful
1,193,howe does it feel to be a freedom leech parasite
0,194,and all the arseanal fans silently weep into their hankies there nothing to see here fellas he a free man and still the spurs manager unlucky
0,195,yes you have to have comedy in your life
1,196,moron the latinos are becoming a large voting block you ca just dismissed them like you did with blacks gay women and other need a majority to win and all whites do buy your crap
0,197,is bush going to be asked to campaign for romney when he does i buy you a dinner i wonder why bush is not wanted better question is why a sitting president like obama is not wanted he did fundraisers the weekend before the vote all around wisc never stopped in no one wants his help campaigning
0,198,wait till a raptor grabs it in mid days man
0,199,have you ever given him props or at least not dissed him out on any thread i not a fan of his movies either but that do mean i start talking shit on every fucking
0,200,big o other that dynamic has been clear since the teabaggers threw their first tantrum in january of and rush declared that he wanted the president to they want the economy to suck they need the economy to suck this explains their otherwise puzzling legislative choices over the past three years
1,201,you are stuck on stupid obviously give me a break and do
0,202,this man drunk as fuck he on drugs he a male prostitute
1,203,who told you that ask yourself who kick his daughter out of the house at the age it comes protecting weaman you guys the last ppl on earth who can open their
0,204,lets go big are dope
1,205,ight ima get in on you army man or the fuck you are i have family fighting on battle field right now atleast members are all juggalos just like me you little ick sucking divk whipped bitch if you have the time to sit here and talk shit about family then you obviously are doing your job fighting for our country your busy trying to start another world war with the juggalo family so shut the fuck up and grow a pair you pussy
0,206,you are so correct the red sox are the worst team
0,207,headlines going to be in a few months mark wright reject back home
0,208,i did watch game so this morning watched sky see what fuss was about i have to say at times football fans have to put there loyalty to respective clubs aside what ballotelli did was a disgrace he won t admit it but that was deliberate and has no place in football i will be amazed if he is banned
1,209,are you retarded you think iraq afghan were avenging deaths get yourself checked even bush would laugh at you is a reason why we are proud of cuz we are not like us or israel who will or can go to war at the drop of a on the long run even that is proving costly to wake we are talking about music here not you dumb moron
0,210,no matter how great your body looks pathetic desperate and a woman that old acting like that
1,211,piiisii apparently knows nothing about cold trolls make us all sick with their non factual can cry until your lies mean nothing to intelligent people
0,212,the bad part of the story is the dumb redneck republicans like sure if these folks are sociopaths like you though so you probably a downgrade from them
1,213,you as stupid as you were yesterday
0,214,may never see the light of day again should never see the light of day again twisted beyond belief you do what he did to a dog
1,215,there are a lot of morons posting on this site but you are in a class all by yourself
1,216,you are a moron
0,217,how the fuck do you have orange beef but not orange chicken
1,218,suck my dick yeaah babby pussy
1,219,autumn you are and idiot flag girls with no sense of humor
0,220,eli manning brett favre john elway
0,221,if she wo sleep with you you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp
0,222,holder and obama will be hit back from all directions and times as hard dozens inside the doj and the wh who have dignity and patriotism will turn on them both like rabid dogs this administration is goind down and right into federal prison nothing can stop it now nothing at all the people are pissed off and out for peice of fucked up sociopath
0,223,so is a skunk half black and half white and they both stink why do b l a c k people stink so blind people can h a t too lol
0,224,wonder if that stand up in court he might have killed someone
0,225,not the pg proposal is a list of people who have committed crimes with a gun not a way to register guns is no one the idea of the government maintaining lists of people they do like cue know who else had lists of people they do like jokes in
0,226,david cyberduckie you know if you stick a screw driver in your mouth and bang on your fillings you might be able to pick up an easy listening channel
1,227,that because you a nobody
0,228,the korem foundation will never see another dollar from me
0,229,i just did it but for some reason it not registering maybe needs some time
0,230,i could be as effective ineffective as huff
1,231,yo this my nigga right here my n my boi lil b fuck bitches on the regular we fucking everyone bitches tell yo boys that yo bitches aint safe when mel gibson n lil b rollin out on a bitch hunt
0,232,oh hey i have if you like
0,233,means the world changing
0,234,omg are you a vs girl also you hit up the semi annual sale i went fucking crazy
1,235,you are incredibly stupid
0,236,a few years they make a damn movie about it daddy rides again
0,237,i like you aggie
0,238,obamawon due to the media not doing their jobs we still know nothing about obama and its almost years later why
0,239,god bless you and may you live a long and fruitful life and spread your wisdom
0,240,ha i glad you are pena girl you know he really wants to play for the red sox he from boston and went to northeastern but got cut by the sox and he terrible haha you have zero valid points
0,241,i am a moderate i am fiscally conservative but am moderate on the social issues the republican party is no longer the party of goldwater teddy nor even reagan the gop is the party of jerry falwell tony perkins and people like michelle bachmann because i am gay and can not find a place in the gop i voted for obama in however this year considering voting for romney this year republicans better hope romney gets the nomination because santorum would be handing the election to obama santorum conservative he wants the government to be all up in peoples business and i would be surprised if a created a morality police i believe the majority of americans are moderate and what this country needs is a moderate i am so tired of us swinging from extreme left to extreme right and back again
1,242,did you do that because you smell like dog poo you so stupid
0,243,the democrats would sell out our young job seekers for a handful of illegal votes and a cent tomato
0,244,pass on grass and pass on rainbows and wings
0,245,you would know a failed policy if it sent you and all your neighbors to the poorhouse
0,246,jack from raleigh was done he came back with this bit of furious grammatical genius holy hell
0,247,maybe republicans ca use filibusters in union votes to grind all decisions to a is probably enough to win elections there
0,248,dan tm nobjustryan a funny thing happened on the way to that forum but all the optimists were too happy to notice
1,249,yeah i pathetic but your the idiot going around trolling other teams pages why do you get f ing life you little
0,250,ron paul could start his own third party tomorrow and suck a large percentage of democrats republicans libertarians and independents with him you think ross perot was bad ron paul might even challenge to win running as a party candidate
0,251,we can tell by their mugshots who is pinky and who is brain lol
1,252,ugly bitch go prostitute yourself so dat you can buy a big enough pant bottom to cover your gigantic ass
0,253,if you want to lick jewish ass go do it in jerusalem but stop using this country you israel first traitor
0,254,agreed you come on here to proclaim a useless point to who the cnn community parasites that have nothing else better to do then trying to make a valid point to
0,255,sdl unless that happened by chance
0,256,are you edge triggered or level triggered
0,257,nice smelling er spelling sphincter
0,258,how do you know who says everyone has to have moral standards based on my gardener
0,259,too bad that would do anything about the gay american citizens found in all other states
0,260,mr cagape the things listed are true but only the tip of an iceberg been in hong kong for two years now and the longer i stay here the more i hate this place horribly crowded which leads to plenty of rude people and deathly polluted air ridiculously expensive and even so the nicer and expensive restaurants are always booked out and the services are shit superficial if you are or want to be a nice person you will always get taken advantage of unless you dress in such a way that says rich on your forehead if you are rich like some of the chinese mainlanders that rush into the city for a weekend shopping spree you will still get treated like shit get why people love hong kong so much may look civil on the outside but on the inside rotten to the core just capitalism you may say but i see it in the us and i even see it in china mainland which contrary to what they argue is very much capitalist here make me rich it makes me pull ot everyday put up with selfish rude people everywhere and pay ridiculously high rent for a tiny apartment every month i live here for another two years i will become so bitter that i might just fit in
0,261,yeah i know i am being a troll on purpose i still and will always be known as jskop i do not have to change my account every few days because i awesome like that i can troll one day and the next be taken seriously by everyone
0,262,you all
0,263,if you wrap your computer in foil you can stop them from taking your posts down
0,264,she is ugly so she would complain
0,265,operation dics investors from crashing stock
0,266,actually the packer still have the rights to jolly
0,267,from your computer through their website
0,268,this is what i wore to the most recent wedding i attended which was a daytime black tie optional affair i think i looked glamorous as fuck
0,269,pig noesed no talent this guy should get the worst actor award every year
0,270,and the last day is upon us will i be the lucky one doubt it but it still a sexy piece of hardware
0,271,uh if the autopsy plus the exam of the girl prove that he was raping the daughter then he was caught red handed which does fall under the category innocent until proven guilty if you would do the same thing in that father shoes then you do have children
0,272,come on sweeney show us again man
0,273,its going to be difficult to lose weight in days honestly most of the weight that you lose is going to be water and maybe a little bit of muscle and fat if you are very careful with your calories you can also be certain that you gain it back again once you get of the diet i recommend that to take it slow and easy so you can see the long term benefits i personally lost since dec my blood pressure was now its my cholesterol was now its i no longer pre diabetic and i in the best shape of my life it was easy but i can say that everyone can do it if they have the right program if you interested in my story please head over to cheers ryan parker
1,274,you a pussy ass punk
0,275,apparently hickson has said he will take the min to play with lebron good bench player for the heat
0,276,simply cop should be fired
0,277,very sorry about robin however i can guarantee that if this was a story about just your average person it would be getting this much attention sorry if its offensive but tough shit its the truth and you all know it
1,278,haha atleast get your insults straight you idiot
0,279,o neil your ground do admit you did not do to satisfy an outward agenda by those to conform to international racing for their own profit yes have violations as many other trainers do but you are of attention right now no better person to attack in a faulty generation caught up in personal transference by the general public focused on lack of commitment family and country just look around you and see present day ideology has done to our country now they want become part of that same agenda in the sports world do the people around you know you for who you really are about the deadbeats and the press who themselves should of their lack of responsibility to the people of focus on winning the triple crown your way this far on your own stay that way good luck the will support you for who you are not what others want to you
0,280,hey cameren i just met you and this is crazy but here my number so call me maybe
0,281,i stand corrected that was the memphis series but they beat the heat in then this yr okc swept mavs due to player improvement
0,282,the guy is an idiot if he sticks his dick around without protection
0,283,oh please spare us your fantasies
0,284,well no generally if i consider someone a tramp i have no desire to look at their sex your excuse
1,285,i still dont see why half of you niggas click on every video that he post on wshh just to hate if he so wack why the fuck you even click the video based
1,286,i bet you are a white devil or cracker
0,287,a combination he is a drunk we all welcome but has a crazy streak
0,288,yep and that means that you would have to find another cash cow to suck the teats of nothing but a leach so give it up
0,289,sounds like a medical condition
1,290,you are human garbage
0,291,i dont know about a high chance but definitely a chance
0,292,your little girl will probably look just like her lol
0,293,is so wrecked physically right now definitely something wrong with him ca really use the lazy excuse anymore because he was pretty great for most of the
1,294,we leave the fanaticism to morons like you criminal
1,295,can we have your address so that when you die we can all come and pay our respects and then urinate into your urn before they flush it
0,296,if only it could be your rectum right
0,297,lol he told them to go suck your man child messiah big toe lol
0,298,finally where have you been the past few years phils played hurt in and
0,299,that takes more strength than the father in the story would ever know much respect to you
0,300,should be punished in some way obiously just because he in the sas should make him untouchable unquote he has been punished plus he will get done by the army in the forces you get done twice once by the civil courts then by military justice if i may use those terms together as you are guilty until proven even more guilty
0,301,have you heard some of the white folks down in good ole louisiana speak if you turn your backs you can not tell one from the other it has to do with location and where you are born mostly come to my state also
1,302,more people on here than you you cunt
0,303,chuck
1,304,i think it clearly displays your lack of rational thought if you truly believe that
0,305,no we have no concept of sitting on your butt and waiting for a hand out
1,306,you are a moron
0,307,just like the media has ventured to compare manu to kobe but where were you then
1,308,u dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and the crew back in da now u grew up to hate black men wit money cuz u know dsts what your mom is looking her i pass up on dat cuz it got to many miles on it howeva she can give me some slow head
